#time,id,x[m],y[m],speed[m/s],heading,acc[m/s^2],lastX[pixel],lastY[pixel]
22.00,270,361.80,1.00,16.81,0.00,0.15,86.44,344.01
22.00,201,339.86,2.00,16.81,0.00,0.03,91.29,276.73
22.00,200,338.42,0.00,16.68,0.00,0.10,133.05,294.40
22.00,204,324.38,1.00,17.51,0.00,-0.05,134.67,250.00
22.00,202,309.08,2.00,16.47,0.00,-0.09,144.71,201.90
22.00,203,304.51,0.00,16.47,0.00,0.21,186.39,223.62
22.00,207,288.46,1.00,18.00,0.00,-0.02,204.89,176.99
22.00,205,277.07,2.00,16.42,0.00,-0.11,217.64,140.11
22.00,206,271.54,0.00,16.20,0.00,-0.04,255.02,170.20
22.00,210,249.55,1.00,18.08,0.00,0.05,300.51,123.79
22.00,208,245.65,2.00,16.13,0.00,-0.01,302.18,99.17
22.00,209,239.29,0.00,15.84,0.00,0.18,333.13,136.91
22.00,211,214.13,2.00,15.83,0.00,-0.14,406.88,79.60
22.00,213,212.13,1.00,17.84,0.00,0.01,403.39,102.37
22.00,212,208.19,0.00,15.99,0.00,0.04,414.17,124.54
22.00,214,177.51,2.00,15.65,0.00,0.01,504.18,87.93
22.00,215,176.22,0.00,16.15,0.00,0.07,498.17,132.88
22.00,216,175.82,1.00,17.42,0.00,0.07,504.89,111.23
22.00,217,148.32,2.00,15.56,0.00,-0.05,586.64,116.21
22.00,218,144.79,0.00,16.19,0.00,0.01,575.97,161.34
22.00,219,140.28,1.00,17.20,0.00,0.13,597.94,147.50
22.00,220,117.80,2.00,15.59,0.00,-0.04,673.00,173.17
22.00,221,112.28,0.00,16.22,0.00,-0.08,646.60,210.13
22.00,222,105.70,1.00,16.92,0.00,0.00,675.27,206.26
22.00,223,81.91,2.00,15.47,0.00,-0.14,736.17,244.61
22.00,224,80.22,0.00,16.30,0.00,0.05,701.51,274.03
22.00,225,71.56,1.00,16.83,0.00,0.09,733.29,282.75
22.00,226,50.62,2.00,15.84,0.00,0.01,782.80,339.08
22.00,227,47.24,0.00,16.47,0.00,-0.10,739.69,352.66
22.00,228,38.76,1.00,16.75,0.00,-0.00,767.88,368.31
22.00,230,14.07,0.00,16.48,0.00,-0.04,756.09,437.60
22.00,229,13.10,2.00,15.80,0.00,-0.18,801.32,438.55
22.00,231,5.84,1.00,16.86,0.00,0.14,779.32,457.42
23.00,233,789.45,0.00,16.59,0.00,-0.07,755.81,480.87
23.00,232,789.28,2.00,15.88,0.00,0.00,799.73,496.39
23.00,234,780.27,1.00,16.90,0.00,0.07,775.42,508.85
23.00,236,756.13,0.00,16.59,0.00,0.02,737.90,567.30
23.00,235,751.92,2.00,15.83,0.00,0.10,776.62,593.18
23.00,237,746.74,1.00,16.87,0.00,0.17,749.51,599.55
23.00,238,723.34,2.00,15.76,0.00,0.07,736.69,669.48
23.00,239,722.87,0.00,16.66,0.00,-0.11,698.28,645.62
23.00,240,713.01,1.00,16.76,0.00,-0.03,700.37,680.72
23.00,241,694.74,2.00,15.76,0.00,0.06,680.94,734.51
23.00,242,689.87,0.00,16.70,0.00,-0.14,640.01,710.53
23.00,243,680.05,1.00,16.79,0.00,0.08,633.17,744.67
23.00,244,665.81,2.00,15.84,0.00,-0.17,611.27,785.78
23.00,245,656.41,0.00,16.84,0.00,0.05,566.20,758.33
23.00,246,645.58,1.00,16.88,0.00,0.14,547.72,790.66
23.00,247,636.80,2.00,16.12,0.00,-0.14,530.91,820.06
23.00,248,622.73,0.00,16.86,0.00,-0.10,482.06,785.32
23.00,249,611.01,1.00,16.81,0.00,0.15,452.82,811.82
23.00,250,606.60,2.00,16.51,0.00,-0.02,441.30,835.24
23.00,251,589.12,0.00,16.75,0.00,0.19,393.30,789.06
23.00,252,577.67,1.00,16.64,0.00,0.12,359.21,807.20
23.00,253,575.59,2.00,17.00,0.00,-0.05,348.30,828.13
23.00,254,555.91,0.00,16.72,0.00,0.03,307.77,769.67
23.00,255,544.61,1.00,16.63,0.00,0.12,270.66,778.63
23.00,256,543.53,2.00,17.32,0.00,-0.03,257.35,797.20
23.00,257,522.35,0.00,16.83,0.00,0.12,229.20,727.98
23.00,258,512.13,1.00,16.62,0.00,-0.16,193.88,728.97
23.00,259,510.84,2.00,17.43,0.00,-0.12,175.94,743.29
23.00,260,488.78,0.00,16.80,0.00,0.10,165.43,667.89
23.00,261,479.01,1.00,16.81,0.00,0.11,131.19,659.87
23.00,262,474.99,2.00,17.52,0.00,0.03,99.25,652.01
23.00,263,455.61,0.00,16.83,0.00,0.05,119.39,593.05
23.00,264,445.77,1.00,16.95,0.00,-0.08,88.48,576.53
23.00,265,433.70,2.00,17.53,0.00,0.11,56.63,549.10
23.00,266,421.28,0.00,16.85,0.00,0.07,94.09,506.13
23.00,267,412.07,1.00,16.87,0.00,-0.06,68.89,483.80
23.00,268,397.81,2.00,17.21,0.00,0.12,46.28,430.75
23.00,269,388.32,0.00,16.79,0.00,0.01,92.66,419.69
23.00,270,378.61,1.00,16.80,0.00,-0.06,74.41,389.84
23.00,201,356.68,2.00,16.87,0.00,0.15,70.31,322.32
23.00,200,355.15,0.00,16.75,0.00,0.09,114.03,334.48
23.00,204,341.87,1.00,17.47,0.00,0.02,108.76,292.00
23.00,202,325.63,2.00,16.61,0.00,0.16,113.83,240.38
23.00,203,321.00,0.00,16.52,0.00,0.00,157.84,256.63
23.00,207,306.43,1.00,17.92,0.00,-0.11,167.17,210.90
23.00,205,293.47,2.00,16.40,0.00,-0.11,178.35,169.45
23.00,206,287.77,0.00,16.23,0.00,0.07,219.50,194.25
23.00,210,267.70,1.00,18.17,0.00,0.01,253.88,144.78
23.00,208,261.85,2.00,16.28,0.00,0.07,257.37,117.65
23.00,209,255.15,0.00,15.93,0.00,0.23,293.64,150.79
23.00,213,230.05,1.00,17.97,0.00,0.06,353.32,108.75
23.00,211,230.01,2.00,15.91,0.00,-0.04,359.64,84.67
23.00,212,224.18,0.00,16.00,0.00,-0.07,372.10,128.41
23.00,216,193.31,1.00,17.56,0.00,0.02,456.29,103.34
23.00,214,193.18,2.00,15.68,0.00,-0.11,457.72,80.78
23.00,215,192.33,0.00,16.05,0.00,-0.10,456.07,126.00
23.00,217,163.92,2.00,15.64,0.00,0.11,543.33,98.71
23.00,218,160.93,0.00,16.10,0.00,-0.09,536.80,144.27
23.00,219,157.52,1.00,17.26,0.00,-0.04,554.05,126.63
23.00,220,133.38,2.00,15.57,0.00,-0.10,635.99,144.55
23.00,221,128.49,0.00,16.20,0.00,-0.00,612.96,183.52
23.00,222,122.66,1.00,17.01,0.00,0.05,639.34,174.78
23.00,223,97.37,2.00,15.46,0.00,-0.15,707.73,207.90
23.00,224,96.51,0.00,16.27,0.00,-0.11,675.68,239.85
23.00,225,88.41,1.00,16.89,0.00,0.20,707.26,243.04
23.00,226,66.43,2.00,15.82,0.00,-0.05,765.18,295.12
23.00,227,63.70,0.00,16.41,0.00,-0.12,723.23,312.20
23.00,228,55.54,1.00,16.78,0.00,-0.08,752.94,323.41
23.00,230,30.55,0.00,16.52,0.00,0.16,750.88,395.56
23.00,229,28.92,2.00,15.83,0.00,-0.04,795.99,391.41
23.00,231,22.71,1.00,16.90,0.00,0.14,776.47,412.85
24.00,236,772.72,0.00,16.59,0.00,-0.11,749.67,524.87
24.00,235,767.72,2.00,15.79,0.00,-0.03,790.83,547.94
24.00,237,763.62,1.00,16.90,0.00,0.14,765.56,554.77
24.00,239,739.51,0.00,16.61,0.00,-0.05,720.74,607.65
24.00,238,739.10,2.00,15.72,0.00,-0.20,760.71,628.74
24.00,240,729.79,1.00,16.80,0.00,0.03,727.53,641.97
24.00,241,710.49,2.00,15.70,0.00,-0.16,713.44,700.31
24.00,242,706.59,0.00,16.72,0.00,0.14,671.68,679.53
24.00,243,696.83,1.00,16.78,0.00,0.15,669.49,714.32
24.00,244,681.62,2.00,15.79,0.00,-0.10,651.05,759.58
24.00,245,673.22,0.00,16.82,0.00,0.07,605.22,736.55
24.00,246,662.47,1.00,16.92,0.00,0.06,591.13,771.09
24.00,247,652.84,2.00,15.99,0.00,-0.23,576.11,803.48
24.00,248,639.58,0.00,16.86,0.00,0.07,524.61,774.76
24.00,249,627.85,1.00,16.90,0.00,0.03,499.74,804.77
24.00,250,623.04,2.00,16.39,0.00,-0.17,491.10,829.60
24.00,251,605.90,0.00,16.77,0.00,-0.11,437.74,790.15
24.00,252,594.32,1.00,16.66,0.00,0.04,405.85,812.59
24.00,253,592.53,2.00,16.88,0.00,-0.18,399.65,834.92
24.00,254,572.64,0.00,16.74,0.00,0.15,350.19,782.26
24.00,255,561.27,1.00,16.67,0.00,-0.05,314.31,795.93
24.00,256,560.85,2.00,17.32,0.00,-0.04,306.35,817.13
24.00,257,539.18,0.00,16.83,0.00,0.04,267.16,751.49
24.00,258,528.76,1.00,16.60,0.00,-0.08,231.57,756.90
24.00,259,528.30,2.00,17.51,0.00,0.04,217.42,774.59
24.00,260,505.60,0.00,16.82,0.00,-0.13,195.85,700.59
24.00,261,495.82,1.00,16.82,0.00,0.12,160.69,696.94
24.00,262,492.55,2.00,17.57,0.00,-0.11,129.35,695.11
24.00,263,472.44,0.00,16.83,0.00,0.04,140.30,632.57
24.00,264,462.68,1.00,16.86,0.00,-0.14,107.45,620.34
24.00,265,451.27,2.00,17.63,0.00,0.03,72.71,598.80
24.00,266,438.15,0.00,16.89,0.00,-0.02,103.60,549.81
24.00,267,428.92,1.00,16.83,0.00,-0.03,75.58,530.86
24.00,268,415.05,2.00,17.29,0.00,0.10,46.15,482.07
24.00,269,405.10,0.00,16.79,0.00,0.12,90.56,463.50
24.00,270,395.41,1.00,16.80,0.00,0.14,68.53,436.87
24.00,201,373.59,2.00,16.95,0.00,0.09,55.34,370.99
24.00,200,371.89,0.00,16.72,0.00,-0.12,100.43,376.83
24.00,204,359.34,1.00,17.48,0.00,0.07,88.92,337.10
24.00,202,342.27,2.00,16.70,0.00,0.04,87.95,283.02
24.00,203,337.53,0.00,16.56,0.00,0.21,133.78,293.19
24.00,207,324.31,1.00,17.82,0.00,-0.12,134.88,249.69
24.00,205,309.88,2.00,16.45,0.00,0.01,143.18,203.59
24.00,206,304.07,0.00,16.35,0.00,0.04,187.23,222.79
24.00,210,285.86,1.00,18.16,0.00,0.05,210.77,172.46
24.00,208,278.14,2.00,16.31,0.00,-0.09,215.08,141.85
24.00,209,271.13,0.00,16.01,0.00,0.02,255.95,169.65
24.00,213,248.05,1.00,18.02,0.00,-0.05,304.45,122.36
24.00,211,245.98,2.00,16.03,0.00,0.13,313.21,95.68
24.00,212,240.15,0.00,15.98,0.00,0.04,330.88,137.57
24.00,216,210.93,1.00,17.66,0.00,0.12,406.66,102.22
24.00,214,208.92,2.00,15.79,0.00,-0.01,410.58,79.46
24.00,215,208.41,0.00,16.10,0.00,0.11,413.60,124.56
24.00,217,179.57,2.00,15.66,0.00,-0.01,498.04,86.65
24.00,218,177.03,0.00,16.08,0.00,-0.01,495.90,132.37
24.00,219,174.86,1.00,17.43,0.00,0.23,507.54,111.83
24.00,220,148.96,2.00,15.57,0.00,-0.14,595.73,120.71
24.00,221,144.71,0.00,16.23,0.00,0.04,576.17,161.45
24.00,222,139.69,1.00,17.07,0.00,0.12,599.31,148.26
24.00,223,112.82,2.00,15.46,0.00,0.03,675.02,174.95
24.00,224,112.76,0.00,16.28,0.00,0.14,645.61,209.25
24.00,225,105.32,1.00,16.97,0.00,0.18,676.05,207.04
24.00,226,82.18,2.00,15.69,0.00,-0.11,742.26,253.80
24.00,227,80.12,0.00,16.42,0.00,0.10,701.70,274.32
24.00,228,72.35,1.00,16.84,0.00,0.06,732.19,280.82
24.00,230,47.11,0.00,16.52,0.00,-0.15,739.83,353.06
24.00,229,44.76,2.00,15.82,0.00,-0.18,784.77,345.23
24.00,231,39.58,1.00,16.88,0.00,0.12,767.27,366.14
24.00,233,14.37,0.00,16.63,0.00,0.02,756.07,436.85
24.00,232,13.45,2.00,15.86,0.00,-0.07,801.65,448.88
24.00,234,5.48,1.00,16.91,0.00,0.04,779.32,457.42
