#time,id,x[m],y[m],speed[m/s],heading,acc[m/s^2],lastX[pixel],lastY[pixel]
26.00,230,80.90,0.00,16.62,0.00,-0.13,710.61,276.45
26.00,231,69.31,1.00,16.78,0.00,0.08,746.82,292.25
26.00,232,56.85,2.00,16.64,0.00,-0.02,783.30,315.48
26.00,233,47.51,0.00,16.76,0.00,-0.13,749.90,356.70
26.00,234,35.42,1.00,16.74,0.00,0.11,781.00,382.71
26.00,235,26.13,2.00,16.56,0.00,0.08,808.65,405.24
26.00,236,14.45,0.00,16.71,0.00,0.08,766.72,443.44
26.00,237,2.77,1.00,16.75,0.00,0.07,790.05,475.51
27.00,239,789.20,0.00,16.78,0.00,0.08,766.41,488.84
27.00,240,777.50,1.00,16.70,0.00,-0.05,785.23,523.73
27.00,241,762.63,2.00,16.65,0.00,0.06,797.70,571.60
27.00,242,755.66,0.00,16.75,0.00,0.06,747.97,576.58
27.00,243,743.85,1.00,16.75,0.00,-0.11,756.79,615.54
27.00,244,731.14,2.00,16.70,0.00,0.10,759.58,659.37
27.00,245,722.40,0.00,16.80,0.00,-0.14,707.50,655.81
27.00,246,710.32,1.00,16.58,0.00,-0.09,705.45,696.20
27.00,247,699.96,2.00,16.71,0.00,-0.04,701.63,734.27
27.00,248,689.14,0.00,16.85,0.00,-0.09,647.76,721.72
27.00,249,677.29,1.00,16.63,0.00,0.02,635.77,759.80
27.00,250,669.37,2.00,16.58,0.00,-0.04,628.71,791.72
27.00,251,655.66,0.00,17.04,0.00,0.06,572.31,770.02
27.00,252,644.97,1.00,16.59,0.00,-0.00,553.98,802.44
27.00,253,639.41,2.00,16.65,0.00,-0.01,545.82,829.44
27.00,254,621.47,0.00,16.90,0.00,0.17,485.07,797.09
27.00,255,612.49,1.00,16.73,0.00,0.08,463.45,823.00
27.00,256,607.94,2.00,16.77,0.00,-0.02,451.79,846.86
27.00,257,588.80,0.00,16.61,0.00,-0.02,397.94,800.22
27.00,258,579.10,1.00,16.94,0.00,0.01,368.09,819.34
27.00,259,577.48,2.00,17.00,0.00,-0.22,359.29,841.03
27.00,260,555.97,0.00,16.74,0.00,0.04,312.27,780.71
27.00,261,544.58,1.00,16.93,0.00,0.16,274.20,789.47
27.00,262,543.64,2.00,17.26,0.00,-0.21,250.70,803.30
27.00,263,522.89,0.00,16.75,0.00,0.13,234.04,739.43
27.00,264,511.12,1.00,16.91,0.00,0.03,194.18,737.30
27.00,265,503.40,2.00,17.39,0.00,-0.14,161.70,738.61
27.00,266,490.03,0.00,16.80,0.00,-0.05,169.57,679.69
27.00,267,477.06,1.00,16.78,0.00,0.04,129.75,664.61
27.00,268,467.38,2.00,17.52,0.00,0.02,89.25,641.16
27.00,269,456.79,0.00,16.83,0.00,-0.10,122.27,604.43
27.00,270,443.65,1.00,16.76,0.00,0.06,87.61,579.05
27.00,200,423.68,0.00,16.86,0.00,0.12,96.29,519.81
27.00,202,423.49,2.00,17.37,0.00,0.01,49.17,514.47
27.00,201,411.11,1.00,16.73,0.00,0.09,69.52,487.93
27.00,203,389.11,0.00,16.79,0.00,-0.08,93.58,427.48
27.00,205,383.47,2.00,17.28,0.00,0.13,50.31,405.25
27.00,204,376.55,1.00,16.82,0.00,0.13,76.46,389.50
27.00,206,354.77,0.00,16.49,0.00,-0.04,115.71,338.55
27.00,208,351.55,2.00,17.19,0.00,-0.08,77.09,312.10
27.00,207,341.90,1.00,16.57,0.00,0.02,109.85,296.55
27.00,209,322.26,0.00,16.30,0.00,0.03,158.00,262.72
27.00,211,319.15,2.00,17.30,0.00,0.03,127.30,227.43
27.00,210,309.24,1.00,16.28,0.00,0.11,163.28,220.35
27.00,212,290.65,0.00,16.05,0.00,0.10,216.33,201.70
27.00,214,284.68,2.00,17.23,0.00,-0.15,212.32,147.54
27.00,213,277.31,1.00,15.96,0.00,-0.05,232.70,161.47
27.00,215,259.29,0.00,16.10,0.00,-0.05,287.50,157.26
27.00,216,246.24,1.00,15.96,0.00,0.02,312.44,122.59
27.00,217,243.72,2.00,17.33,0.00,0.02,313.09,98.25
27.00,218,227.59,0.00,16.29,0.00,0.07,368.39,131.55
27.00,219,214.63,1.00,16.01,0.00,0.10,400.86,104.21
27.00,220,210.54,2.00,17.32,0.00,-0.08,412.26,80.56
27.00,221,195.94,0.00,16.36,0.00,-0.08,452.94,126.80
27.00,222,183.17,1.00,16.18,0.00,-0.06,490.70,108.31
27.00,223,178.39,2.00,17.06,0.00,0.07,509.41,88.59
27.00,224,163.68,0.00,16.38,0.00,0.01,537.52,143.72
27.00,225,151.51,1.00,16.36,0.00,-0.08,577.27,134.73
27.00,226,144.85,2.00,16.80,0.00,-0.01,615.89,128.50
27.00,227,130.83,0.00,16.56,0.00,0.01,616.48,182.45
27.00,228,119.09,1.00,16.57,0.00,-0.14,656.26,183.27
27.00,229,105.47,2.00,16.76,0.00,0.09,701.50,193.27
27.00,230,97.52,0.00,16.62,0.00,0.11,683.52,241.11
27.00,231,86.08,1.00,16.74,0.00,-0.13,721.23,251.64
27.00,232,73.51,2.00,16.71,0.00,0.14,760.67,270.16
27.00,233,64.25,0.00,16.76,0.00,0.13,732.88,315.19
27.00,234,52.17,1.00,16.77,0.00,0.08,767.16,336.87
27.00,235,42.71,2.00,16.61,0.00,0.02,797.68,356.02
27.00,236,31.17,0.00,16.74,0.00,0.05,761.06,399.01
27.00,237,19.49,1.00,16.66,0.00,-0.13,788.42,427.67
27.00,238,9.65,2.00,16.64,0.00,0.11,813.13,467.19
28.00,241,779.27,2.00,16.65,0.00,-0.02,808.69,522.18
28.00,242,772.42,0.00,16.79,0.00,0.16,760.10,533.37
28.00,243,760.59,1.00,16.78,0.00,0.08,774.01,570.84
28.00,244,747.83,2.00,16.67,0.00,-0.14,782.52,614.04
28.00,245,739.18,0.00,16.78,0.00,0.04,730.54,617.17
28.00,246,726.92,1.00,16.63,0.00,0.19,733.57,657.95
28.00,247,716.65,2.00,16.65,0.00,-0.15,734.98,695.94
28.00,248,706.00,0.00,16.84,0.00,-0.11,680.21,690.29
28.00,249,693.89,1.00,16.59,0.00,0.08,672.89,730.11
28.00,250,685.99,2.00,16.63,0.00,-0.12,670.07,762.70
28.00,251,672.68,0.00,16.99,0.00,-0.09,612.23,748.00
28.00,252,661.57,1.00,16.59,0.00,0.05,597.37,783.15
28.00,253,656.02,2.00,16.63,0.00,0.08,592.88,810.97
28.00,254,638.41,0.00,16.95,0.00,-0.04,529.22,786.64
28.00,255,629.17,1.00,16.63,0.00,-0.11,510.60,815.36
28.00,256,624.72,2.00,16.82,0.00,0.03,502.42,840.51
28.00,257,605.46,0.00,16.69,0.00,0.11,442.52,801.44
28.00,258,596.02,1.00,16.88,0.00,-0.16,416.25,824.36
28.00,259,594.46,2.00,16.94,0.00,-0.23,410.63,847.04
28.00,260,572.69,0.00,16.73,0.00,-0.00,355.22,793.43
28.00,261,561.52,1.00,16.97,0.00,0.16,319.22,807.34
28.00,262,560.87,2.00,17.23,0.00,-0.07,298.68,824.52
28.00,263,539.66,0.00,16.78,0.00,0.06,272.33,762.92
28.00,264,527.99,1.00,16.84,0.00,-0.11,232.83,766.29
28.00,265,520.80,2.00,17.39,0.00,-0.03,202.06,772.84
28.00,266,506.83,0.00,16.79,0.00,-0.00,200.59,712.35
28.00,267,493.91,1.00,16.90,0.00,0.18,159.15,702.73
28.00,268,484.93,2.00,17.57,0.00,-0.11,117.15,686.66
28.00,269,473.63,0.00,16.87,0.00,0.12,143.74,644.11
28.00,270,460.38,1.00,16.71,0.00,0.00,105.88,623.31
28.00,202,440.87,2.00,17.43,0.00,0.16,59.73,566.26
28.00,200,440.55,0.00,16.87,0.00,-0.09,106.74,563.77
28.00,201,427.83,1.00,16.74,0.00,0.04,75.87,535.34
28.00,203,405.94,0.00,16.85,0.00,0.05,91.73,472.51
28.00,205,400.81,2.00,17.40,0.00,0.06,45.86,457.72
28.00,204,393.40,1.00,16.88,0.00,-0.09,69.70,437.19
28.00,206,371.31,0.00,16.56,0.00,0.06,102.02,380.66
28.00,208,368.73,2.00,17.19,0.00,-0.13,59.74,361.41
28.00,207,358.47,1.00,16.58,0.00,0.09,90.67,339.91
28.00,209,338.63,0.00,16.41,0.00,0.05,134.27,299.53
28.00,211,336.48,2.00,17.35,0.00,-0.06,97.76,271.06
28.00,210,325.56,1.00,16.37,0.00,0.02,134.10,256.72
28.00,212,306.75,0.00,16.13,0.00,0.03,184.70,230.97
28.00,214,301.92,2.00,17.29,0.00,-0.02,171.22,180.10
28.00,213,293.28,1.00,15.99,0.00,0.05,196.06,188.76
28.00,215,275.40,0.00,16.13,0.00,-0.03,249.57,177.87
28.00,216,262.23,1.00,15.98,0.00,-0.04,270.21,140.13
28.00,217,261.06,2.00,17.33,0.00,-0.16,264.04,117.67
28.00,218,243.86,0.00,16.26,0.00,-0.04,326.10,142.19
28.00,219,230.63,1.00,16.02,0.00,0.10,355.53,110.74
28.00,220,227.87,2.00,17.36,0.00,-0.09,359.89,86.53
28.00,221,212.33,0.00,16.42,0.00,0.07,409.03,126.60
28.00,222,199.36,1.00,16.19,0.00,-0.08,444.64,103.39
28.00,223,195.51,2.00,17.17,0.00,-0.05,457.90,81.22
28.00,224,180.08,0.00,16.39,0.00,-0.13,495.08,132.41
28.00,225,167.82,1.00,16.30,0.00,0.02,533.52,118.40
28.00,226,161.72,2.00,16.96,0.00,0.14,569.55,106.65
28.00,227,147.36,0.00,16.51,0.00,0.06,578.04,160.39
28.00,228,135.65,1.00,16.54,0.00,-0.04,617.51,155.95
28.00,229,122.26,2.00,16.80,0.00,-0.09,663.18,159.56
28.00,230,114.12,0.00,16.62,0.00,-0.06,652.06,209.66
28.00,231,102.84,1.00,16.73,0.00,-0.15,690.52,214.83
28.00,232,90.22,2.00,16.73,0.00,0.07,732.17,228.09
28.00,233,81.02,0.00,16.76,0.00,-0.06,710.48,276.26
28.00,234,68.92,1.00,16.74,0.00,-0.07,747.34,293.22
28.00,235,59.31,2.00,16.62,0.00,0.09,780.33,308.58
28.00,236,47.94,0.00,16.80,0.00,0.12,749.54,355.63
28.00,237,36.16,1.00,16.69,0.00,-0.10,780.52,380.64
28.00,238,26.25,2.00,16.60,0.00,-0.01,810.27,416.96
28.00,239,14.26,0.00,16.73,0.00,-0.00,766.75,443.97
28.00,240,2.54,1.00,16.73,0.00,0.15,790.03,476.16
29.00,242,789.22,0.00,16.80,0.00,0.06,766.41,488.82
29.00,243,777.35,1.00,16.77,0.00,0.02,785.16,524.20
29.00,244,764.53,2.00,16.73,0.00,0.06,799.27,566.09
29.00,245,756.01,0.00,16.88,0.00,0.08,748.26,575.76
29.00,246,743.57,1.00,16.69,0.00,0.10,756.48,616.21
29.00,247,733.30,2.00,16.65,0.00,-0.04,762.89,653.67
29.00,248,722.83,0.00,16.83,0.00,0.05,708.14,654.87
29.00,249,710.49,1.00,16.63,0.00,0.10,705.75,695.83
29.00,250,702.60,2.00,16.60,0.00,-0.19,707.28,728.46
29.00,251,689.64,0.00,16.96,0.00,0.04,648.74,720.89
29.00,252,678.17,1.00,16.62,0.00,0.15,637.85,758.34
29.00,253,672.65,2.00,16.60,0.00,-0.20,637.16,786.44
29.00,254,655.38,0.00,17.01,0.00,0.00,571.64,770.33
29.00,255,645.77,1.00,16.60,0.00,0.06,556.12,801.64
29.00,256,641.49,2.00,16.76,0.00,0.05,551.78,827.49
29.00,257,622.20,0.00,16.81,0.00,0.16,487.07,796.75
29.00,258,612.90,1.00,16.84,0.00,-0.15,464.55,822.89
29.00,259,611.39,2.00,16.92,0.00,-0.10,462.16,846.11
29.00,260,589.40,0.00,16.71,0.00,0.01,399.48,800.36
29.00,261,578.50,1.00,17.02,0.00,0.02,366.35,819.03
29.00,262,578.03,2.00,17.13,0.00,-0.05,348.93,838.95
29.00,263,556.44,0.00,16.78,0.00,-0.09,313.44,781.14
29.00,264,544.83,1.00,16.87,0.00,0.00,274.88,789.80
29.00,265,538.18,2.00,17.38,0.00,-0.17,246.72,801.18
29.00,266,523.63,0.00,16.77,0.00,-0.12,235.64,740.56
29.00,267,510.79,1.00,16.89,0.00,-0.03,193.48,736.70
29.00,268,502.50,2.00,17.55,0.00,-0.12,151.14,727.90
29.00,269,490.54,0.00,16.97,0.00,0.09,170.40,680.69
29.00,270,477.15,1.00,16.79,0.00,-0.08,129.88,664.81
29.00,202,458.34,2.00,17.53,0.00,0.14,77.41,616.32
29.00,200,457.38,0.00,16.84,0.00,0.08,122.93,605.88
29.00,201,444.57,1.00,16.78,0.00,0.16,88.46,581.54
29.00,203,422.81,0.00,16.88,0.00,-0.10,95.91,517.49
29.00,205,418.23,2.00,17.42,0.00,-0.02,48.67,510.63
29.00,204,410.29,1.00,16.88,0.00,-0.00,69.37,485.51
29.00,206,387.93,0.00,16.66,0.00,0.03,93.93,424.41
29.00,208,385.94,2.00,17.26,0.00,0.01,49.24,412.69
29.00,207,375.10,1.00,16.67,0.00,-0.03,77.32,385.52
29.00,209,355.04,0.00,16.40,0.00,-0.07,115.43,339.26
29.00,211,353.82,2.00,17.36,0.00,-0.02,74.45,318.40
29.00,210,342.00,1.00,16.47,0.00,-0.01,109.69,296.84
29.00,212,322.91,0.00,16.18,0.00,0.01,156.93,264.17
29.00,214,319.22,2.00,17.33,0.00,-0.09,134.83,218.11
29.00,213,309.30,1.00,16.05,0.00,-0.04,163.09,220.56
29.00,215,291.53,0.00,16.10,0.00,-0.06,214.53,203.18
29.00,217,278.43,2.00,17.39,0.00,0.03,218.07,143.67
29.00,216,278.19,1.00,15.98,0.00,0.06,230.58,162.86
29.00,218,260.10,0.00,16.25,0.00,0.10,285.60,158.15
29.00,219,246.67,1.00,16.03,0.00,-0.14,311.31,122.98
29.00,220,245.25,2.00,17.38,0.00,0.02,308.69,99.68
29.00,221,228.75,0.00,16.40,0.00,-0.05,365.39,132.11
29.00,222,215.54,1.00,16.18,0.00,-0.09,398.36,104.42
29.00,223,212.70,2.00,17.25,0.00,0.16,405.63,80.91
29.00,224,196.49,0.00,16.44,0.00,0.05,451.50,126.70
29.00,225,184.10,1.00,16.31,0.00,0.08,488.14,107.88
29.00,226,178.72,2.00,17.03,0.00,-0.10,520.30,91.07
29.00,227,163.86,0.00,16.50,0.00,-0.01,537.13,143.59
29.00,228,152.14,1.00,16.43,0.00,-0.16,575.67,134.02
29.00,229,139.10,2.00,16.86,0.00,-0.11,620.58,131.15
29.00,230,130.74,0.00,16.62,0.00,-0.06,616.69,182.59
29.00,231,119.56,1.00,16.71,0.00,0.09,655.27,182.47
29.00,232,106.97,2.00,16.79,0.00,0.11,698.28,190.07
29.00,233,97.77,0.00,16.75,0.00,0.01,683.12,240.65
29.00,234,85.67,1.00,16.76,0.00,-0.01,721.92,252.59
29.00,235,75.93,2.00,16.62,0.00,-0.10,756.87,263.79
29.00,236,64.77,0.00,16.83,0.00,-0.12,732.29,313.99
29.00,237,52.84,1.00,16.66,0.00,-0.08,766.46,335.01
29.00,238,42.85,2.00,16.62,0.00,-0.01,800.82,367.35
29.00,239,31.00,0.00,16.75,0.00,0.13,761.15,399.46
29.00,240,19.28,1.00,16.74,0.00,0.06,788.49,428.30
29.00,241,4.24,2.00,16.67,0.00,0.06,813.07,471.23
30.00,244,781.28,2.00,16.76,0.00,0.04,809.56,516.20
30.00,245,772.92,0.00,16.90,0.00,-0.12,760.36,532.12
30.00,246,760.29,1.00,16.78,0.00,0.18,773.75,571.65
30.00,247,750.00,2.00,16.73,0.00,-0.03,785.04,607.98
30.00,248,739.66,0.00,16.83,0.00,0.01,731.10,616.06
30.00,249,727.13,1.00,16.63,0.00,0.02,733.88,657.46
30.00,250,719.23,2.00,16.64,0.00,-0.09,739.67,689.64
30.00,251,706.62,0.00,16.98,0.00,-0.06,681.28,689.10
30.00,252,694.79,1.00,16.62,0.00,-0.10,674.76,728.39
30.00,253,689.24,2.00,16.59,0.00,-0.11,677.71,756.38
30.00,254,672.40,0.00,17.01,0.00,0.07,611.60,748.41
30.00,255,662.37,1.00,16.60,0.00,-0.02,599.38,782.09
30.00,256,658.20,2.00,16.72,0.00,-0.03,598.83,808.11
30.00,257,639.04,0.00,16.87,0.00,0.07,530.87,786.12
30.00,258,629.70,1.00,16.76,0.00,0.00,512.01,815.03
30.00,259,628.30,2.00,16.85,0.00,-0.25,513.04,838.30
30.00,260,606.15,0.00,16.76,0.00,-0.00,444.32,801.37
30.00,261,595.52,1.00,17.04,0.00,-0.03,414.75,824.30
30.00,262,595.17,2.00,17.16,0.00,-0.02,400.50,846.41
30.00,263,573.24,0.00,16.85,0.00,0.11,356.61,793.74
30.00,264,561.73,1.00,16.95,0.00,0.18,319.82,807.53
30.00,265,555.55,2.00,17.40,0.00,0.04,294.80,823.09
30.00,266,540.42,0.00,16.77,0.00,-0.03,274.13,763.86
30.00,267,527.70,1.00,16.89,0.00,-0.11,232.11,765.82
30.00,268,520.02,2.00,17.51,0.00,-0.14,190.45,763.95
30.00,269,507.48,0.00,16.93,0.00,0.02,201.81,713.46
30.00,270,493.96,1.00,16.83,0.00,0.00,159.26,702.86
30.00,202,475.94,2.00,17.64,0.00,-0.11,102.02,663.77
30.00,200,474.23,0.00,16.83,0.00,-0.07,144.61,645.49
30.00,201,461.33,1.00,16.77,0.00,0.11,107.08,625.73
30.00,203,439.71,0.00,16.89,0.00,-0.10,106.07,561.59
30.00,205,435.63,2.00,17.40,0.00,-0.01,58.74,562.61
30.00,204,427.17,1.00,16.85,0.00,-0.12,75.49,533.44
30.00,206,404.68,0.00,16.84,0.00,0.20,91.66,469.14
30.00,208,403.20,2.00,17.29,0.00,-0.01,45.81,465.06
30.00,207,391.81,1.00,16.73,0.00,-0.04,70.06,432.73
30.00,209,371.50,0.00,16.50,0.00,-0.07,101.89,381.18
30.00,211,371.17,2.00,17.32,0.00,-0.02,57.84,368.51
30.00,210,358.51,1.00,16.51,0.00,-0.07,90.63,340.03
30.00,212,339.16,0.00,16.32,0.00,0.18,133.55,300.82
30.00,214,336.59,2.00,17.38,0.00,-0.16,103.88,260.90
30.00,213,325.37,1.00,16.13,0.00,0.25,134.33,256.38
30.00,215,307.64,0.00,16.13,0.00,0.15,183.05,232.71
30.00,217,295.85,2.00,17.46,0.00,0.11,175.99,175.84
30.00,216,294.19,1.00,16.00,0.00,-0.03,194.08,190.46
30.00,218,276.30,0.00,16.15,0.00,-0.11,247.56,179.14
30.00,219,262.68,1.00,15.98,0.00,-0.06,269.07,140.70
30.00,220,262.64,2.00,17.45,0.00,0.06,259.76,119.75
30.00,221,245.10,0.00,16.32,0.00,-0.03,322.96,143.21
30.00,222,231.69,1.00,16.11,0.00,-0.03,352.64,111.35
30.00,223,230.01,2.00,17.34,0.00,-0.04,353.49,87.77
30.00,224,212.96,0.00,16.49,0.00,0.08,407.39,126.70
30.00,225,200.40,1.00,16.29,0.00,0.03,441.72,103.28
30.00,226,195.77,2.00,17.07,0.00,-0.06,469.19,82.23
30.00,227,180.40,0.00,16.58,0.00,0.03,494.32,132.26
30.00,228,168.55,1.00,16.43,0.00,-0.03,531.58,117.82
30.00,229,156.00,2.00,16.94,0.00,-0.05,574.40,108.59
30.00,230,147.41,0.00,16.66,0.00,0.02,577.99,160.37
30.00,231,136.23,1.00,16.65,0.00,-0.01,616.14,155.12
30.00,232,123.78,2.00,16.87,0.00,0.13,659.51,156.77
30.00,233,114.51,0.00,16.75,0.00,0.09,651.32,209.02
30.00,234,102.45,1.00,16.78,0.00,0.04,691.30,215.65
30.00,235,92.58,2.00,16.68,0.00,0.14,727.69,222.44
30.00,236,81.61,0.00,16.84,0.00,0.04,709.61,274.96
30.00,237,69.50,1.00,16.65,0.00,-0.06,746.53,291.71
30.00,238,59.46,2.00,16.65,0.00,0.08,784.92,319.40
30.00,239,47.79,0.00,16.81,0.00,-0.04,749.67,356.02
30.00,240,36.03,1.00,16.74,0.00,-0.08,780.61,381.03
30.00,241,20.92,2.00,16.69,0.00,-0.02,810.75,421.05
30.00,242,14.33,0.00,16.78,0.00,-0.12,766.74,443.81
30.00,243,2.49,1.00,16.83,0.00,0.13,790.02,476.36
31.00,245,789.82,0.00,16.91,0.00,0.08,766.52,487.26
31.00,246,777.07,1.00,16.79,0.00,0.19,785.02,525.01
31.00,247,766.74,2.00,16.78,0.00,0.11,801.00,559.63
31.00,248,756.53,0.00,16.87,0.00,-0.07,748.71,574.45
31.00,249,743.74,1.00,16.62,0.00,0.10,756.70,615.75
31.00,250,735.85,2.00,16.63,0.00,-0.08,766.68,646.85
31.00,251,723.61,0.00,17.00,0.00,-0.03,709.28,653.20
31.00,252,711.39,1.00,16.61,0.00,0.03,707.40,693.86
31.00,253,705.87,2.00,16.66,0.00,-0.04,714.03,721.20
31.00,254,689.43,0.00,17.07,0.00,0.13,648.27,721.28
31.00,255,678.95,1.00,16.54,0.00,-0.10,639.71,757.01
31.00,256,674.92,2.00,16.67,0.00,-0.19,642.89,782.68
31.00,257,655.91,0.00,16.92,0.00,0.17,572.97,769.71
31.00,258,646.43,1.00,16.67,0.00,-0.15,557.82,801.00
31.00,259,645.10,2.00,16.74,0.00,-0.20,562.14,823.84
31.00,260,622.92,0.00,16.79,0.00,-0.03,488.96,796.42
31.00,261,612.52,1.00,17.00,0.00,0.08,463.40,823.00
31.00,262,612.26,2.00,17.05,0.00,-0.18,452.57,846.81
31.00,263,590.06,0.00,16.81,0.00,0.02,401.18,800.51
31.00,264,578.69,1.00,16.97,0.00,0.05,366.90,819.13
31.00,265,572.91,2.00,17.34,0.00,-0.25,345.44,838.19
31.00,266,557.16,0.00,16.71,0.00,0.04,315.27,781.81
31.00,267,544.62,1.00,16.94,0.00,0.14,274.29,789.52
31.00,268,537.50,2.00,17.45,0.00,-0.15,234.28,794.14
31.00,269,524.39,0.00,16.91,0.00,0.08,237.28,741.70
31.00,270,510.83,1.00,16.88,0.00,0.06,193.56,736.77
31.00,202,493.56,2.00,17.63,0.00,-0.05,133.09,707.47
31.00,200,491.09,0.00,16.92,0.00,0.16,171.36,681.83
31.00,201,478.10,1.00,16.77,0.00,-0.02,131.41,667.08
31.00,203,456.60,0.00,16.92,0.00,0.13,122.04,603.93
31.00,205,453.03,2.00,17.47,0.00,0.13,75.87,612.69
31.00,204,444.03,1.00,16.82,0.00,-0.13,87.94,580.03
31.00,206,421.53,0.00,16.86,0.00,-0.08,95.38,514.11
31.00,208,420.50,2.00,17.30,0.00,-0.07,49.59,517.56
31.00,207,408.61,1.00,16.84,0.00,0.19,69.11,480.72
31.00,211,388.48,2.00,17.32,0.00,0.08,48.29,420.32
31.00,209,388.02,0.00,16.55,0.00,0.19,93.90,424.71
31.00,210,375.06,1.00,16.61,0.00,0.16,77.34,385.45
31.00,212,355.49,0.00,16.36,0.00,0.04,114.98,340.41
31.00,214,353.99,2.00,17.40,0.00,-0.10,79.05,307.63
31.00,213,341.58,1.00,16.30,0.00,0.17,110.20,295.87
31.00,215,323.80,0.00,16.17,0.00,-0.11,155.53,266.10
31.00,217,313.32,2.00,17.51,0.00,0.04,138.63,213.62
31.00,216,310.22,1.00,16.05,0.00,0.09,161.31,222.52
31.00,218,292.48,0.00,16.20,0.00,-0.02,212.61,204.77
31.00,220,280.10,2.00,17.47,0.00,0.02,213.87,146.48
31.00,219,278.64,1.00,15.96,0.00,0.11,229.51,163.57
31.00,221,261.38,0.00,16.26,0.00,-0.02,282.51,159.62
