#time,id,x[m],y[m],speed[m/s],heading,acc[m/s^2],lastX[pixel],lastY[pixel]
31.00,222,247.78,1.00,16.08,0.00,-0.07,308.36,124.01
31.00,223,247.38,2.00,17.37,0.00,-0.06,302.56,101.77
31.00,224,229.42,0.00,16.42,0.00,-0.09,363.62,132.46
31.00,225,216.67,1.00,16.24,0.00,0.05,395.18,104.71
31.00,226,212.91,2.00,17.16,0.00,-0.10,417.13,80.37
31.00,227,196.97,0.00,16.57,0.00,-0.08,450.28,126.62
31.00,228,184.95,1.00,16.38,0.00,-0.03,485.79,107.50
31.00,229,173.00,2.00,17.06,0.00,0.07,525.36,92.34
31.00,230,164.06,0.00,16.66,0.00,0.15,536.70,143.45
31.00,231,152.86,1.00,16.59,0.00,-0.11,573.87,133.23
31.00,232,140.68,2.00,16.91,0.00,-0.03,616.42,128.80
31.00,233,131.27,0.00,16.75,0.00,-0.02,615.59,181.86
31.00,234,119.26,1.00,16.82,0.00,0.05,655.97,183.04
31.00,235,109.31,2.00,16.76,0.00,-0.04,693.14,185.12
31.00,236,98.47,0.00,16.85,0.00,-0.02,681.92,239.29
31.00,237,86.16,1.00,16.68,0.00,0.09,721.07,251.42
31.00,238,76.12,2.00,16.64,0.00,-0.10,762.78,273.81
31.00,239,64.63,0.00,16.85,0.00,-0.07,732.46,314.33
31.00,240,52.84,1.00,16.84,0.00,0.05,766.50,335.12
31.00,241,37.61,2.00,16.67,0.00,-0.18,801.76,371.06
31.00,242,31.14,0.00,16.82,0.00,-0.05,761.09,399.15
31.00,243,19.33,1.00,16.84,0.00,-0.00,788.48,428.23
31.00,244,6.35,2.00,16.72,0.00,-0.18,813.14,465.23
32.00,247,783.54,2.00,16.83,0.00,-0.04,810.43,509.42
32.00,248,773.38,0.00,16.87,0.00,0.15,760.61,530.90
32.00,249,760.37,1.00,16.64,0.00,0.08,773.84,571.36
32.00,250,752.52,2.00,16.67,0.00,-0.14,787.86,600.81
32.00,251,740.64,0.00,17.00,0.00,-0.15,732.23,613.80
32.00,252,728.00,1.00,16.62,0.00,-0.08,735.22,655.34
32.00,253,722.53,2.00,16.65,0.00,-0.10,745.48,681.42
32.00,254,706.47,0.00,17.04,0.00,0.09,681.00,689.41
32.00,255,695.49,1.00,16.53,0.00,-0.06,676.28,726.97
32.00,256,691.59,2.00,16.66,0.00,-0.16,683.09,751.73
32.00,257,672.90,0.00,17.02,0.00,-0.07,612.73,747.68
32.00,258,663.08,1.00,16.63,0.00,-0.08,601.16,781.13
32.00,259,661.81,2.00,16.68,0.00,-0.19,608.63,803.11
32.00,260,639.70,0.00,16.80,0.00,0.12,532.61,785.57
32.00,261,629.50,1.00,16.97,0.00,0.02,511.35,815.19
32.00,262,629.27,2.00,16.95,0.00,-0.27,503.96,840.21
32.00,263,606.84,0.00,16.76,0.00,-0.02,446.17,801.28
32.00,264,595.68,1.00,17.00,0.00,-0.03,415.23,824.32
32.00,265,590.22,2.00,17.29,0.00,-0.11,397.55,846.17
32.00,266,573.87,0.00,16.70,0.00,0.05,358.34,794.12
32.00,267,561.60,1.00,17.02,0.00,0.15,319.43,807.41
32.00,268,554.96,2.00,17.44,0.00,-0.14,281.80,817.94
32.00,269,541.25,0.00,16.81,0.00,0.05,276.09,764.87
32.00,270,527.76,1.00,16.97,0.00,0.12,232.23,765.90
32.00,202,511.20,2.00,17.65,0.00,-0.10,169.99,746.44
32.00,200,508.01,0.00,16.90,0.00,0.04,202.87,714.43
32.00,201,494.87,1.00,16.80,0.00,0.11,161.01,704.83
32.00,203,473.53,0.00,17.00,0.00,0.17,143.56,643.84
32.00,205,470.56,2.00,17.55,0.00,-0.10,99.88,660.22
32.00,204,460.85,1.00,16.83,0.00,-0.09,106.45,624.46
32.00,206,438.41,0.00,16.88,0.00,-0.07,105.09,558.27
32.00,208,437.82,2.00,17.33,0.00,-0.07,60.53,569.08
32.00,207,425.49,1.00,16.92,0.00,0.11,74.59,528.66
32.00,211,405.79,2.00,17.36,0.00,0.07,45.92,472.92
32.00,209,404.63,0.00,16.68,0.00,0.17,91.66,469.10
32.00,210,391.69,1.00,16.64,0.00,0.02,70.09,432.44
32.00,212,371.87,0.00,16.41,0.00,0.08,101.64,382.19
32.00,214,371.39,2.00,17.45,0.00,0.10,60.89,357.34
32.00,213,357.90,1.00,16.37,0.00,0.14,91.19,338.48
32.00,215,339.96,0.00,16.16,0.00,0.03,132.48,302.78
32.00,217,330.84,2.00,17.51,0.00,-0.03,106.76,256.34
32.00,216,326.30,1.00,16.10,0.00,0.03,132.80,258.58
32.00,218,308.66,0.00,16.16,0.00,-0.05,181.19,234.70
32.00,220,297.58,2.00,17.55,0.00,0.11,172.09,179.32
32.00,219,294.61,1.00,15.97,0.00,-0.02,193.16,191.26
32.00,221,277.60,0.00,16.18,0.00,-0.06,244.64,181.03
32.00,223,264.73,2.00,17.39,0.00,0.08,254.05,122.62
32.00,222,263.84,1.00,16.06,0.00,-0.05,266.13,142.18
32.00,224,245.83,0.00,16.38,0.00,0.04,321.12,143.83
32.00,225,232.88,1.00,16.18,0.00,-0.07,349.35,112.09
32.00,226,230.05,2.00,17.18,0.00,0.07,365.24,85.59
32.00,227,213.55,0.00,16.53,0.00,-0.18,405.86,126.81
32.00,228,201.31,1.00,16.33,0.00,-0.11,439.16,103.20
32.00,229,190.10,2.00,17.11,0.00,0.03,474.27,82.79
32.00,230,180.74,0.00,16.68,0.00,-0.01,493.48,132.10
32.00,231,169.42,1.00,16.54,0.00,-0.10,529.26,117.15
32.00,232,157.60,2.00,16.96,0.00,0.04,569.89,106.78
32.00,233,148.02,0.00,16.74,0.00,-0.08,576.55,159.67
32.00,234,136.03,1.00,16.75,0.00,0.01,616.68,155.45
32.00,235,126.13,2.00,16.86,0.00,-0.05,653.74,152.54
32.00,236,115.30,0.00,16.85,0.00,0.11,649.76,207.67
32.00,237,102.86,1.00,16.71,0.00,-0.01,690.46,214.77
32.00,238,92.79,2.00,16.72,0.00,0.05,734.82,231.52
32.00,239,81.51,0.00,16.87,0.00,-0.11,709.78,275.22
32.00,240,69.66,1.00,16.85,0.00,0.09,746.37,291.41
32.00,241,54.25,2.00,16.68,0.00,0.00,786.30,322.83
32.00,242,47.96,0.00,16.83,0.00,0.10,749.52,355.58
32.00,243,36.21,1.00,16.91,0.00,0.04,780.51,380.62
32.00,244,23.11,2.00,16.77,0.00,-0.07,809.96,414.48
32.00,245,15.03,0.00,16.84,0.00,-0.11,766.63,441.98
32.00,246,2.18,1.00,16.78,0.00,-0.03,789.99,477.23
33.00,248,790.22,0.00,16.82,0.00,-0.03,766.60,486.14
33.00,249,777.01,1.00,16.64,0.00,-0.02,785.00,525.10
33.00,250,769.21,2.00,16.73,0.00,-0.08,802.81,552.31
33.00,251,757.61,0.00,16.97,0.00,-0.02,749.64,571.76
33.00,252,744.64,1.00,16.64,0.00,-0.10,757.77,613.41
33.00,253,739.19,2.00,16.69,0.00,0.05,771.40,637.88
33.00,254,723.54,0.00,17.10,0.00,0.05,709.14,653.41
33.00,255,712.03,1.00,16.56,0.00,0.16,708.59,692.41
33.00,256,708.26,2.00,16.66,0.00,-0.09,718.85,715.76
33.00,257,689.96,0.00,17.10,0.00,0.11,649.35,720.36
33.00,258,679.70,1.00,16.64,0.00,0.03,641.39,755.80
33.00,259,678.47,2.00,16.64,0.00,-0.14,651.82,776.51
33.00,260,656.54,0.00,16.88,0.00,0.04,574.50,768.98
33.00,261,646.42,1.00,16.90,0.00,-0.10,557.69,801.05
33.00,262,646.15,2.00,16.83,0.00,-0.21,553.65,826.86
33.00,263,623.63,0.00,16.81,0.00,0.01,490.83,796.08
33.00,264,612.67,1.00,16.99,0.00,0.08,463.81,822.96
33.00,265,607.47,2.00,17.20,0.00,-0.17,450.09,846.95
33.00,266,590.59,0.00,16.70,0.00,-0.08,402.65,800.63
33.00,267,578.64,1.00,17.08,0.00,0.06,366.71,819.10
33.00,268,572.38,2.00,17.38,0.00,-0.17,332.03,834.92
33.00,269,558.05,0.00,16.82,0.00,-0.03,317.48,782.59
33.00,270,544.77,1.00,17.02,0.00,-0.12,274.63,789.68
33.00,202,528.86,2.00,17.67,0.00,-0.04,212.01,779.92
33.00,200,524.93,0.00,16.92,0.00,-0.12,238.45,742.50
33.00,201,511.69,1.00,16.80,0.00,-0.06,195.48,738.41
33.00,203,490.52,0.00,16.98,0.00,-0.02,170.35,680.63
33.00,205,488.13,2.00,17.62,0.00,0.11,130.36,704.10
33.00,204,477.69,1.00,16.86,0.00,0.08,130.72,666.06
33.00,206,455.31,0.00,16.92,0.00,0.07,120.62,600.78
33.00,208,455.21,2.00,17.44,0.00,-0.04,78.50,618.80
33.00,207,442.44,1.00,16.98,0.00,0.02,86.48,575.63
33.00,211,423.14,2.00,17.38,0.00,0.11,50.79,525.47
33.00,209,421.35,0.00,16.73,0.00,-0.08,95.32,513.69
33.00,210,408.39,1.00,16.77,0.00,0.14,69.09,480.15
33.00,214,388.78,2.00,17.39,0.00,-0.04,49.73,409.12
33.00,212,388.33,0.00,16.53,0.00,0.18,93.80,425.55
33.00,213,374.30,1.00,16.46,0.00,0.22,77.80,383.41
33.00,215,356.17,0.00,16.26,0.00,0.10,114.29,342.16
33.00,217,348.34,2.00,17.50,0.00,-0.05,81.14,303.02
33.00,216,342.41,1.00,16.15,0.00,0.05,109.06,298.07
33.00,218,324.83,0.00,16.17,0.00,-0.04,153.92,268.36
33.00,220,315.17,2.00,17.61,0.00,-0.04,135.05,217.85
33.00,219,310.60,1.00,16.01,0.00,-0.10,160.58,223.33
33.00,221,293.79,0.00,16.21,0.00,0.08,209.93,207.04
33.00,223,282.16,2.00,17.48,0.00,0.04,208.72,150.04
33.00,222,279.88,1.00,16.01,0.00,-0.14,226.58,165.54
33.00,224,262.21,0.00,16.40,0.00,0.08,280.57,160.57
33.00,225,249.07,1.00,16.18,0.00,-0.10,304.94,125.25
33.00,226,247.26,2.00,17.29,0.00,0.12,314.40,97.84
33.00,227,230.10,0.00,16.51,0.00,-0.15,361.91,132.81
33.00,228,217.64,1.00,16.30,0.00,-0.15,392.44,104.98
33.00,229,207.22,2.00,17.12,0.00,-0.10,422.25,80.24
33.00,230,197.44,0.00,16.72,0.00,0.10,449.09,126.55
33.00,231,185.95,1.00,16.52,0.00,-0.00,483.03,107.07
33.00,232,174.57,2.00,16.98,0.00,-0.03,520.70,91.17
33.00,233,164.78,0.00,16.78,0.00,0.13,534.93,142.86
33.00,234,152.82,1.00,16.79,0.00,-0.13,574.06,133.32
33.00,235,143.00,2.00,16.91,0.00,-0.04,610.20,125.40
33.00,236,132.14,0.00,16.84,0.00,0.04,613.67,180.60
33.00,237,119.54,1.00,16.70,0.00,0.11,655.29,182.48
33.00,238,109.51,2.00,16.73,0.00,0.01,701.40,193.18
33.00,239,98.38,0.00,16.87,0.00,0.03,682.09,239.49
33.00,240,86.47,1.00,16.79,0.00,0.03,720.59,250.75
33.00,241,70.96,2.00,16.74,0.00,0.02,764.53,276.92
33.00,242,64.78,0.00,16.82,0.00,0.03,732.27,313.94
33.00,243,53.11,1.00,16.88,0.00,-0.08,766.23,334.41
33.00,244,39.85,2.00,16.73,0.00,-0.12,800.06,364.49
33.00,245,31.85,0.00,16.81,0.00,-0.05,760.71,397.27
33.00,246,18.95,1.00,16.78,0.00,0.05,788.58,429.26
33.00,247,8.68,2.00,16.81,0.00,-0.03,813.11,458.31
34.00,250,785.95,2.00,16.76,0.00,-0.00,811.24,502.08
34.00,251,774.56,0.00,16.96,0.00,0.09,761.22,527.82
34.00,252,761.27,1.00,16.65,0.00,0.11,774.60,568.92
34.00,253,755.89,2.00,16.69,0.00,-0.19,791.39,591.20
34.00,254,740.63,0.00,17.11,0.00,0.11,732.20,613.86
34.00,255,728.61,1.00,16.57,0.00,-0.02,736.16,653.83
34.00,256,724.95,2.00,16.75,0.00,0.05,749.57,675.36
34.00,257,707.04,0.00,17.11,0.00,0.15,681.99,688.30
34.00,258,696.38,1.00,16.69,0.00,-0.05,678.05,725.30
34.00,259,695.12,2.00,16.67,0.00,0.00,691.05,744.52
34.00,260,673.47,0.00,16.95,0.00,0.07,614.04,746.83
34.00,261,663.30,1.00,16.88,0.00,0.04,601.58,780.90
34.00,262,662.93,2.00,16.76,0.00,-0.06,600.77,807.14
34.00,263,640.46,0.00,16.83,0.00,-0.02,534.51,784.95
34.00,264,629.63,1.00,16.95,0.00,-0.03,511.71,815.10
34.00,265,624.62,2.00,17.11,0.00,-0.22,501.91,840.61
34.00,266,607.29,0.00,16.72,0.00,0.04,447.39,801.22
34.00,267,595.70,1.00,17.08,0.00,0.04,415.24,824.32
34.00,268,589.76,2.00,17.37,0.00,-0.05,384.00,844.80
34.00,269,574.84,0.00,16.78,0.00,0.02,360.85,794.65
34.00,270,561.83,1.00,17.10,0.00,0.13,320.00,807.59
34.00,202,546.50,2.00,17.61,0.00,-0.13,258.27,807.19
34.00,200,541.81,0.00,16.83,0.00,-0.15,277.43,765.55
34.00,201,528.54,1.00,16.91,0.00,0.14,234.12,767.13
34.00,203,507.46,0.00,16.92,0.00,0.01,201.78,713.44
34.00,205,505.75,2.00,17.63,0.00,-0.10,166.75,743.44
34.00,204,494.51,1.00,16.82,0.00,0.16,160.32,704.05
34.00,208,472.67,2.00,17.47,0.00,-0.06,103.24,665.75
34.00,206,472.29,0.00,17.01,0.00,0.05,141.80,641.00
34.00,207,459.46,1.00,17.07,0.00,0.12,104.64,620.77
34.00,211,440.51,2.00,17.42,0.00,0.07,62.84,576.88
34.00,209,438.11,0.00,16.78,0.00,-0.04,104.88,557.56
34.00,210,425.22,1.00,16.88,0.00,0.04,74.45,527.92
34.00,214,406.16,2.00,17.37,0.00,-0.07,45.82,461.83
34.00,212,404.89,0.00,16.58,0.00,0.03,91.68,469.82
34.00,213,390.83,1.00,16.63,0.00,0.20,70.31,430.02
34.00,215,372.47,0.00,16.32,0.00,0.07,101.24,383.79
34.00,217,365.84,2.00,17.46,0.00,-0.17,62.23,352.80
34.00,216,358.60,1.00,16.25,0.00,0.23,90.47,340.45
34.00,218,341.01,0.00,16.15,0.00,-0.02,131.16,305.25
34.00,220,332.80,2.00,17.67,0.00,0.00,103.63,261.30
34.00,219,326.63,1.00,16.06,0.00,-0.00,132.25,259.38
34.00,221,309.98,0.00,16.16,0.00,0.02,178.82,237.30
34.00,223,299.65,2.00,17.50,0.00,-0.08,167.44,183.60
34.00,222,295.91,1.00,16.00,0.00,-0.15,190.38,193.69
34.00,224,278.58,0.00,16.34,0.00,-0.02,242.50,182.44
34.00,225,265.22,1.00,16.16,0.00,0.01,262.66,143.96
34.00,226,264.59,2.00,17.41,0.00,0.08,265.37,117.04
34.00,227,246.60,0.00,16.50,0.00,0.04,319.23,144.48
34.00,228,233.91,1.00,16.23,0.00,-0.18,346.50,112.75
34.00,229,224.37,2.00,17.18,0.00,-0.12,370.30,84.76
34.00,230,214.14,0.00,16.67,0.00,-0.15,404.34,126.92
34.00,231,202.41,1.00,16.38,0.00,-0.18,436.03,103.13
34.00,232,191.56,2.00,17.03,0.00,0.07,469.78,82.29
34.00,233,181.55,0.00,16.75,0.00,-0.02,491.40,131.70
34.00,234,169.60,1.00,16.75,0.00,-0.09,528.89,117.04
34.00,235,159.91,2.00,16.98,0.00,0.12,563.31,104.27
34.00,236,148.95,0.00,16.80,0.00,0.06,574.34,158.61
34.00,237,136.26,1.00,16.79,0.00,0.17,616.11,155.10
34.00,238,126.27,2.00,16.81,0.00,0.15,663.14,159.53
34.00,239,115.25,0.00,16.85,0.00,-0.06,649.87,207.76
34.00,240,103.27,1.00,16.80,0.00,-0.09,689.69,213.96
34.00,241,87.71,2.00,16.75,0.00,-0.03,736.81,234.17
34.00,242,81.65,0.00,16.86,0.00,-0.04,709.57,274.90
34.00,243,70.01,1.00,16.88,0.00,-0.06,745.90,290.56
34.00,244,56.57,2.00,16.72,0.00,-0.16,783.66,316.32
34.00,245,48.64,0.00,16.79,0.00,-0.00,748.93,353.84
34.00,246,35.72,1.00,16.80,0.00,0.17,780.82,381.91
34.00,247,25.49,2.00,16.83,0.00,0.08,808.96,407.32
34.00,248,15.38,0.00,16.87,0.00,0.08,766.57,441.05
34.00,249,2.01,1.00,16.69,0.00,-0.11,789.98,477.65
35.00,251,791.51,0.00,16.90,0.00,-0.16,766.81,482.74
35.00,252,777.92,1.00,16.68,0.00,0.04,785.43,522.55
35.00,253,772.62,2.00,16.76,0.00,-0.01,805.06,542.19
35.00,254,757.73,0.00,17.10,0.00,0.01,749.72,571.52
35.00,255,745.23,1.00,16.66,0.00,0.03,758.47,611.88
35.00,256,741.69,2.00,16.76,0.00,0.09,774.77,631.10
35.00,257,724.17,0.00,17.17,0.00,0.13,710.06,652.04
35.00,258,713.09,1.00,16.71,0.00,0.01,710.44,690.14
35.00,259,711.78,2.00,16.67,0.00,-0.05,725.79,707.57
35.00,260,690.44,0.00,17.02,0.00,0.19,650.36,719.50
35.00,261,680.14,1.00,16.82,0.00,-0.02,642.32,755.12
35.00,262,679.65,2.00,16.70,0.00,-0.13,644.72,781.45
35.00,263,657.28,0.00,16.81,0.00,-0.07,576.34,768.11
35.00,264,646.58,1.00,16.95,0.00,-0.08,558.09,800.90
35.00,265,641.63,2.00,16.92,0.00,-0.29,552.08,827.39
35.00,266,624.03,0.00,16.78,0.00,0.12,491.91,795.88
35.00,267,612.79,1.00,17.11,0.00,-0.00,464.10,822.93
35.00,268,607.10,2.00,17.29,0.00,-0.20,436.71,847.44
35.00,269,591.64,0.00,16.83,0.00,0.10,405.42,800.84
35.00,270,578.93,1.00,17.07,0.00,-0.07,367.53,819.24
35.00,202,564.08,2.00,17.57,0.00,-0.04,307.72,827.67
35.00,200,558.66,0.00,16.87,0.00,0.08,319.01,783.12
35.00,201,545.45,1.00,16.93,0.00,-0.06,276.44,790.53
35.00,203,524.39,0.00,16.96,0.00,0.10,237.25,741.68
35.00,205,523.40,2.00,17.70,0.00,0.08,208.34,777.36
35.00,204,511.35,1.00,16.83,0.00,-0.07,194.71,737.76
35.00,208,490.17,2.00,17.55,0.00,0.08,134.32,708.95
35.00,206,489.30,0.00,17.01,0.00,-0.00,168.26,678.10
35.00,207,476.52,1.00,17.05,0.00,-0.14,128.80,663.19
35.00,211,457.92,2.00,17.43,0.00,0.08,81.91,626.31
35.00,209,454.96,0.00,16.89,0.00,0.08,120.25,599.95
35.00,210,442.09,1.00,16.89,0.00,-0.00,86.19,574.75
35.00,214,423.52,2.00,17.35,0.00,-0.13,49.18,514.57
35.00,212,421.52,0.00,16.65,0.00,-0.01,95.40,514.19
35.00,213,407.52,1.00,16.74,0.00,0.22,68.98,477.67
35.00,215,388.78,0.00,16.32,0.00,-0.06,93.65,426.84
35.00,217,383.33,2.00,17.52,0.00,-0.06,50.40,404.67
35.00,216,374.88,1.00,16.31,0.00,0.09,77.41,385.10
35.00,218,357.17,0.00,16.17,0.00,-0.05,113.33,344.69
35.00,220,350.46,2.00,17.67,0.00,-0.09,78.53,308.80
35.00,219,342.68,1.00,16.05,0.00,-0.07,108.69,298.78
35.00,221,326.11,0.00,16.15,0.00,0.05,151.94,271.17
35.00,223,317.20,2.00,17.58,0.00,0.02,131.09,222.66
35.00,222,311.90,1.00,16.00,0.00,0.09,158.10,226.14
35.00,224,294.91,0.00,16.27,0.00,-0.17,207.68,208.98
35.00,226,282.06,2.00,17.50,0.00,-0.10,219.08,143.01
35.00,225,281.37,1.00,16.11,0.00,-0.19,223.13,167.92
35.00,227,263.05,0.00,16.41,0.00,0.03,278.56,161.56
35.00,228,250.12,1.00,16.17,0.00,-0.13,302.12,126.30
35.00,229,241.57,2.00,17.26,0.00,0.19,319.28,96.34
35.00,230,230.76,0.00,16.55,0.00,-0.18,360.18,133.16
35.00,231,218.76,1.00,16.32,0.00,0.11,389.26,105.32
35.00,232,208.65,2.00,17.11,0.00,-0.04,417.87,80.35
35.00,233,198.29,0.00,16.74,0.00,0.03,446.84,126.43
35.00,234,186.26,1.00,16.60,0.00,-0.10,482.20,106.95
35.00,235,176.87,2.00,16.99,0.00,0.10,513.87,89.57
35.00,236,165.74,0.00,16.81,0.00,0.03,532.49,142.07
35.00,237,153.07,1.00,16.81,0.00,-0.15,573.41,133.03
35.00,238,143.06,2.00,16.77,0.00,-0.07,620.63,131.18
35.00,239,132.12,0.00,16.86,0.00,-0.13,613.72,180.64
35.00,240,120.08,1.00,16.80,0.00,0.04,654.14,181.57
35.00,241,104.45,2.00,16.77,0.00,0.04,703.69,195.49
35.00,242,98.52,0.00,16.87,0.00,-0.10,681.84,239.20
35.00,243,86.90,1.00,16.89,0.00,0.08,719.89,249.80
35.00,244,73.30,2.00,16.73,0.00,-0.03,761.01,270.73
35.00,245,65.45,0.00,16.85,0.00,0.16,731.48,312.36
35.00,246,52.52,1.00,16.81,0.00,0.01,766.82,335.95
35.00,247,42.30,2.00,16.81,0.00,-0.12,798.07,357.35
35.00,248,32.23,0.00,16.86,0.00,0.10,760.52,396.29
35.00,249,18.73,1.00,16.73,0.00,-0.02,788.64,429.86
35.00,250,11.02,2.00,16.73,0.00,-0.13,812.94,451.14
36.00,253,789.38,2.00,16.79,0.00,0.08,812.14,491.68
36.00,254,774.84,0.00,17.12,0.00,-0.06,761.35,527.18
36.00,255,761.90,1.00,16.66,0.00,-0.04,775.12,567.20
36.00,256,758.48,2.00,16.81,0.00,-0.03,793.92,583.79
36.00,257,741.33,0.00,17.13,0.00,-0.07,733.02,612.19
36.00,258,729.78,1.00,16.64,0.00,-0.09,737.88,651.02
36.00,259,728.46,2.00,16.68,0.00,0.03,755.35,666.34
36.00,260,707.50,0.00,17.10,0.00,0.05,682.81,687.38
36.00,261,696.93,1.00,16.77,0.00,-0.12,679.16,724.24
36.00,262,696.35,2.00,16.69,0.00,-0.12,684.81,750.21
36.00,263,674.12,0.00,16.90,0.00,0.11,615.54,745.84
36.00,264,663.52,1.00,16.92,0.00,-0.08,602.12,780.61
36.00,265,658.50,2.00,16.80,0.00,-0.14,599.57,807.74
36.00,266,640.84,0.00,16.79,0.00,-0.08,535.49,784.63
36.00,267,629.86,1.00,17.06,0.00,-0.02,512.31,814.96
36.00,268,624.36,2.00,17.24,0.00,-0.14,489.06,842.85
36.00,269,608.44,0.00,16.80,0.00,0.06,450.43,801.04
36.00,270,596.02,1.00,17.12,0.00,0.15,416.12,824.35
36.00,202,581.63,2.00,17.56,0.00,-0.02,359.41,841.05
36.00,200,575.53,0.00,16.87,0.00,-0.16,362.60,795.01
36.00,201,562.42,1.00,17.01,0.00,-0.08,321.66,808.11
36.00,203,541.33,0.00,16.91,0.00,-0.11,276.25,764.95
36.00,205,541.06,2.00,17.65,0.00,-0.04,254.35,805.20
36.00,204,528.22,1.00,16.93,0.00,0.19,233.36,766.63
36.00,208,507.75,2.00,17.65,0.00,0.12,171.23,747.58
36.00,206,506.32,0.00,17.02,0.00,0.05,199.49,711.33
36.00,207,493.58,1.00,17.04,0.00,0.03,158.47,701.96
36.00,211,475.37,2.00,17.49,0.00,0.12,107.66,672.72
36.00,209,471.84,0.00,16.87,0.00,-0.08,141.20,640.03
36.00,210,459.01,1.00,16.94,0.00,-0.00,104.12,619.68
36.00,214,440.88,2.00,17.40,0.00,0.13,59.75,566.31
36.00,212,438.23,0.00,16.78,0.00,0.12,104.97,557.86
36.00,213,424.31,1.00,16.82,0.00,0.07,74.01,525.40
36.00,215,405.18,0.00,16.43,0.00,-0.01,91.69,470.69
36.00,217,400.82,2.00,17.49,0.00,-0.06,45.86,457.70
36.00,216,391.24,1.00,16.40,0.00,0.04,70.19,431.29
36.00,218,373.33,0.00,16.19,0.00,0.16,100.68,386.12
36.00,220,368.06,2.00,17.58,0.00,-0.03,60.34,359.25
36.00,219,358.73,1.00,16.11,0.00,0.23,90.32,340.87
36.00,221,342.25,0.00,16.11,0.00,-0.11,129.60,308.22
36.00,223,334.82,2.00,17.66,0.00,0.13,100.42,266.56
36.00,222,327.90,1.00,16.01,0.00,0.13,130.18,262.42
36.00,224,311.17,0.00,16.22,0.00,-0.06,176.71,239.66
36.00,226,299.59,2.00,17.55,0.00,-0.14,176.64,175.26
36.00,225,297.48,1.00,16.13,0.00,-0.01,187.08,196.65
36.00,227,279.45,0.00,16.40,0.00,0.01,240.59,183.72
36.00,228,266.26,1.00,16.10,0.00,-0.11,260.00,145.36
36.00,229,258.89,2.00,17.34,0.00,-0.11,270.03,114.87
36.00,230,247.30,0.00,16.52,0.00,-0.12,317.49,145.08
36.00,231,235.10,1.00,16.32,0.00,-0.18,343.26,113.53
36.00,232,225.78,2.00,17.21,0.00,0.16,366.05,85.45
36.00,233,215.02,0.00,16.74,0.00,0.08,402.01,127.10
36.00,234,202.86,1.00,16.60,0.00,0.10,434.85,103.11
36.00,235,193.88,2.00,17.01,0.00,-0.14,462.76,81.62
36.00,236,182.51,0.00,16.71,0.00,-0.12,488.85,131.24
36.00,237,169.86,1.00,16.75,0.00,-0.08,528.18,116.84
36.00,238,159.89,2.00,16.84,0.00,-0.10,574.66,108.70
36.00,239,148.97,0.00,16.82,0.00,-0.09,574.30,158.59
36.00,240,136.87,1.00,16.79,0.00,0.06,614.64,154.22
36.00,241,121.21,2.00,16.74,0.00,-0.15,665.67,161.49
36.00,242,115.38,0.00,16.86,0.00,-0.13,649.62,207.54
36.00,243,103.82,1.00,16.95,0.00,0.03,688.65,212.88
36.00,244,90.04,2.00,16.77,0.00,-0.07,732.52,228.53
36.00,245,82.28,0.00,16.82,0.00,-0.02,708.60,273.48
36.00,246,69.32,1.00,16.83,0.00,0.09,746.82,292.25
36.00,247,59.10,2.00,16.82,0.00,0.02,780.64,309.28
36.00,248,49.06,0.00,16.82,0.00,0.04,748.56,352.79
36.00,249,35.51,1.00,16.79,0.00,-0.02,780.96,382.52
36.00,250,27.79,2.00,16.80,0.00,0.09,807.87,400.40
36.00,251,16.71,0.00,16.87,0.00,0.08,766.31,437.49
36.00,252,2.93,1.00,16.71,0.00,0.09,790.07,475.02
37.00,255,778.55,1.00,16.65,0.00,0.15,785.72,520.75
37.00,256,775.28,2.00,16.79,0.00,-0.18,806.63,534.27
37.00,257,758.45,0.00,17.14,0.00,0.03,750.32,569.69
37.00,258,746.42,1.00,16.61,0.00,-0.07,759.86,608.75
37.00,259,745.09,2.00,16.63,0.00,-0.02,779.18,621.67
37.00,260,724.58,0.00,17.09,0.00,-0.04,710.69,651.10
37.00,261,713.71,1.00,16.80,0.00,0.09,711.53,688.78
37.00,262,713.00,2.00,16.65,0.00,0.01,720.35,714.03
37.00,263,691.01,0.00,16.88,0.00,-0.04,651.55,718.46
37.00,264,680.42,1.00,16.90,0.00,-0.00,642.95,754.67
37.00,265,675.27,2.00,16.76,0.00,-0.12,643.75,782.10
37.00,266,657.59,0.00,16.74,0.00,0.03,577.13,767.73
37.00,267,646.94,1.00,17.09,0.00,-0.00,558.97,800.56
37.00,268,641.57,2.00,17.19,0.00,-0.07,540.15,831.20
37.00,269,625.21,0.00,16.72,0.00,-0.07,495.02,795.28
37.00,270,613.13,1.00,17.10,0.00,-0.13,465.06,822.84
37.00,202,599.15,2.00,17.48,0.00,-0.12,412.42,847.13
37.00,200,592.38,0.00,16.83,0.00,-0.15,407.37,800.97
37.00,201,579.46,1.00,17.04,0.00,0.04,369.05,819.50
37.00,205,558.68,2.00,17.59,0.00,-0.21,303.65,826.29
37.00,203,558.24,0.00,16.90,0.00,-0.07,317.91,782.74
37.00,204,545.16,1.00,16.95,0.00,0.00,275.69,790.18
37.00,208,525.43,2.00,17.70,0.00,-0.09,213.41,780.88
37.00,206,523.35,0.00,17.01,0.00,-0.10,234.94,740.06
37.00,207,510.64,1.00,17.09,0.00,0.16,193.07,736.35
